ID,NAME,PROF,TIME1,TIME2,CREDITS,YEAR
CHI105-00,한자와한자어,문병순,월 10:30-11:45 (외211),수 10:30-11:45 (외211),3,1
CHI105-01,한자와한자어,문병순,화 10:30-11:45 (외211),목 10:30-11:45 (외211),3,1
EDU3195-G00,교과교육론(중국어),배재석,월 15:00-16:15 (외401),수 15:00-16:15 (외401),3,3
FR3011-01,고급프랑스어회화,BAILLY Manuel,화 15:00-16:15 (외304),목 15:00-16:15 (외304),3,3
FR4300-00,졸업논문(프랑스어전공),김민채,- (),,0,4
FR2011-00,중급프랑스어1,이경래,화 16:30-17:45 (외211),목 16:30-17:45 (외211),3,2
FR2011-01,중급프랑스어1,오정숙,화 16:30-17:45 (외403),목 16:30-17:45 (외403),3,2
FR3016-00,DELF2(B1),이재욱,금 15:00-16:15 (외407),금 16:30-17:45 (외407),3,3
FR4015-00,미디어프랑스어,이재욱,월 16:30-17:45 (외407),수 16:30-17:45 (외407),3,4
FR2013-00,중급프랑스어회화1,BAILLY Manuel,월 13:30-14:45 (외303),수 13:30-14:45 (외303),3,2
FR2013-01,중급프랑스어회화1,BAILLY Manuel,월 16:30-17:45 (외303),수 16:30-17:45 (외303),3,2
FR1011-00,초급프랑스어1,김기국,화 10:30-11:45 (외402),목 10:30-11:45 (외402),3,1
FR1011-01,초급프랑스어1,김민채,화 10:30-11:45 (외202),목 10:30-11:45 (외202),3,1
FR1013-00,초급프랑스어회화1,BAILLY Manuel,월 10:30-11:45 (외303),수 10:30-11:45 (외303),3,1
FR1013-01,초급프랑스어회화1,BAILLY Manuel,화 13:30-14:45 (외304),목 13:30-14:45 (외304),3,1
FR1013-02,초급프랑스어회화1,오정숙,화 13:30-14:45 (외303),목 13:30-14:45 (외303),3,1
FR3041-00,프랑스공연예술,오정숙,화 10:30-11:45 (외321(공자아카데미)),목 10:30-11:45 (외321(공자아카데미)),3,3
FR2022-00,프랑스동화읽기,이경래,화 15:00-16:15 (외211),목 15:00-16:15 (외211),3,2
FR2024-00,프랑스문학의이해,홍명희,화 10:30-11:45 (외401),목 10:30-11:45 (외401),3,2
FR4024-00,프랑스문학특강,홍명희,화 15:00-16:15 (외407),목 15:00-16:15 (외407),3,4
FR4041-00,프랑스문화콘텐츠,김기국,화 13:30-14:45 (외407),목 13:30-14:45 (외407),3,4
FR4301-00,프랑스문화탐구캡스톤디자인,홍명희,월 13:30-14:45 (외404),월 15:00-16:15 (외404),3,3
FR2041-00,프랑스어권사회와문화,김민채,월 15:00-16:15 (외304),수 15:00-16:15 (외304),3,2
FR3015-00,프랑스어글쓰기,이재욱,월 15:00-16:15 (외407),수 15:00-16:15 (외407),3,3
FR2032-00,프랑스어발음의이해,김민채,월 10:30-11:45 (외304),수 10:30-11:45 (외304),3,2
KO4301-00,졸업논문(한국어전공),김영주,- (),,0,4
KO1403-00,담화와문법,박정아,화 15:00-17:45 (외306),,3,1
KO1402-00,담화와어휘,오수진,금 13:30-16:15 (외308),,3,1
KO3101-00,대조언어학,이선웅,화 10:30-11:45 (외403),목 10:30-11:45 (외403),3,3
KO3106-00,외국어습득론,김영주,월 15:00-16:15 (외305),수 15:00-16:15 (외305),3,3
KO4201-00,한국대중문화,이철주,월 16:30-17:45 (외402),수 16:30-17:45 (외402),3,4
KO3202-00,한국문화교육론,이선이,화 10:30-11:45 (외404),목 10:30-11:45 (외404),3,3
KO1202-00,한국민속문화,염원희,월 15:00-16:15 (외308),수 15:00-16:15 (외308),3,1
KO4105-00,한국어교육실습,성아영,수 09:00-11:45 (외404),,3,4
KO3103-00,한국어말하기쓰기교육법,성아영,월 12:00-13:15 (외401),수 12:00-13:15 (외401),3,3
KO2104-00,한국어문법교육론,박동호,월 10:30-11:45 (외306),수 10:30-11:45 (외306),3,2
KO1102-00,한국어학개론,이선웅,화 09:00-10:15 (외204),목 09:00-10:15 (외204),3,1
KO4304-00,한국언어문화캡스톤디자인,김종수,화 15:00-17:45 (외404),,3,4
KO4203-00,한국여성문화,염원희,월 13:30-14:45 (외308),수 13:30-14:45 (외308),3,4
KO2501-00,한국영화읽기,김종수,화 09:00-10:15 (외404),목 09:00-10:15 (외404),3,2
KO2201-00,한국전통문화,염원희,화 13:30-14:45 (외402),목 13:30-14:45 (외402),3,2
KO2202-00,한국현대문학입문,이철주,화 12:00-13:15 (외403),목 12:00-13:15 (외403),3,2
KO1101-00,언어의이해,임우열,월 12:00-13:15 (외321(공자아카데미)),수 12:00-13:15 (외321(공자아카데미)),3,1
KO1101-01,언어의이해,임우열,월 13:30-14:45 (외321(공자아카데미)),수 13:30-14:45 (외321(공자아카데미)),3,1
FDA301-00,4D아트설치,장호,월 13:30-17:20 (예505),,3,3
FDA401-00,4D종합설계1,방창현 / 민병욱,목 09:00-12:50 (예506),,3,4
FDA202-00,자연과예술,이보형,화 09:00-11:45 (예502),,3,2
KPA303-00,K-Pop댄스,김재한,목 09:30-13:20 (예B142),,3,3
KPA201-00,K-Pop보컬테크닉,송슬기,화 09:30-13:20 (예B125),,3,2
KPA204-00,K-Pop전공실기1,김지혜,월 11:00-14:50 (예B125),,3,2
KPA305-00,K-Pop전공실기3,김지혜,화 09:00-12:50 (예B123),,3,3
KPA202-00,K-드라마화술1,박결이,수 09:30-13:20 (예B142),,3,2
KPA401-00,K-뮤지컬보컬테크닉1,이은혜,화 09:30-13:20 (예B142),,3,4
KPA301-00,랩메이킹실기,임민주,수 13:30-17:20 (예B125),,3,3
PM4005-00,뮤직비즈니스클래스1,김기덕,월 09:30-12:20 (예B123),,3,4
KPA302-00,보컬댄스테크닉,김현지,화 13:30-17:20 (예B125),,3,3
KPA1001-00,피아노반주법1,김주영,화 13:30-17:20 (예B122),,3,1
GC401-00,졸업논문(글로벌문화기술),이택광,- (),,0,4
GC401-01,졸업논문(글로벌문화기술),김태경,- (),,0,4
GC302-00,캡스톤디자인(글로벌문화컨텐츠제작),김태경,금 13:30-14:45 (외211),금 15:00-16:15 (외211),3,3
GC302-01,캡스톤디자인(글로벌문화컨텐츠제작),이택광,화 16:30-19:15 (외305),,3,4
GE4001-00,글로벌엔지니어링캡스톤디자인,정영훈,목 16:30-19:15 (공365호),,3,4
GE2001-00,융복합공학의이해,정영훈,월 12:00-13:15 (공B101호),수 12:00-13:15 (공B101호),3,2
GE402-00,졸업논문(글로벌엔지니어링융합),정영훈,토 10:00-10:50 (),,0,4
GE3001-00,공학스페인어,임보영,월 15:00-16:15 (외405),수 15:00-16:15 (외405),3,3
IM2101-00,디지털스토리텔링,우탁,화 09:00-12:50 (우정원 B140호(메타버스 스튜디오)),,3,2
IM4102-00,실감디바이스기술,전석희 / 김형석,금 09:00-11:45 (전정103호),,3,4
AT402-00,졸업논문(아트&테크놀로지),김혜경,- (),,0,4
AT301-00,뉴미디어아트,장지은,수 13:30-17:20 (예705),,3,3
AT302-00,뉴미디어테크놀로지,노연우,목 13:30-17:20 (예704),,3,3
AT401-00,뉴미디어프로젝트,조호연,화 13:30-17:20 (예706),,3,4
SPACE234-00,우주관측및실습,박수종,금 15:00-18:50 (우주과학실험실),,3,2
SPACE232-01,우주수치계산,전명원,월 15:30-17:20 (전221),수 15:30-17:20 (우주과학실험실),3,2
SPACE303-00,우주환경I,문용재,월 12:00-13:15 (전218),수 12:00-13:15 (전218),3,3
SPACE471-00,졸업논문(우주과학과),최윤영,금 - (),,0,4
SPACE201-00,천문학개론및실습1,최윤영,화 13:30-15:20 (전218),목 13:30-15:20 (우주과학실험실),3,2
SPACE301-00,천체물리학I,전명원,월 14:00-15:15 (전221),수 14:00-15:15 (전221),3,3
SPACE203-00,고등수학I,이동훈,화 11:00-12:15 (전217),목 11:00-12:15 (전217),3,2
SPACE493-00,독립심화학습1(우주과학과),전명원,금 - (),,3,3
SPACE493-01,독립심화학습1(우주과학과),박수종,금 - (),,3,3
SPACE493-02,독립심화학습1(우주과학과),박종호,금 - (),,3,3
SPACE493-03,독립심화학습1(우주과학과),진호,금 - (),,3,3
SPACE493-04,독립심화학습1(우주과학과),박종호,금 - (),,3,3
SPACE493-05,독립심화학습1(우주과학과),박수종,금 - (),,3,3
SPACE493-06,독립심화학습1(우주과학과),박수종,월 18:00-19:00 (우주과학실험실),,3,3
SPACE493-07,독립심화학습1(우주과학과),박종호,금 - (),,3,3
SPACE493-08,독립심화학습1(우주과학과),박종호,금 - (),,3,3
SPACE371-00,우주과학개론,최윤영,목 17:00-17:50 (전217),,1,2
SPACE411-00,우주유체및플라즈마물리개론,Tetsuya Magara,화 13:30-14:45 (전217),목 13:30-14:45 (전217),3,4
SPACE212-00,우주전자기개론,김관혁,월 10:30-11:45 (전217),수 10:30-11:45 (전217),3,2
SPACE221-00,우주전자기초및실험,진호,화 09:00-10:50 (전217),목 09:00-10:50 (우주과학실험실),3,2
SPACE211-00,태양계탐사,김성수,월 14:00-15:15 (전217),수 14:00-15:15 (전217),3,2
APHY3403-00,반도체물성및공정실험,김선경,목 09:00-12:50 (물성물리실험실),,2,3
APHY3100-00,양자역학I,이호선,화 12:00-13:15 (전219),목 12:00-13:15 (전219),3,3
APHY2100-00,역학,이종수,월 13:30-14:45 (전218),목 13:30-14:45 (전218),3,2
APHY3600-00,전자기학Ⅱ,임대영,화 13:30-14:45 (전219),목 13:30-14:45 (전219),3,3
APHY3201-00,전자회로개론실험,김민수,금 09:00-12:50 (전자물리실험실),,2,3
APHY4000-00,졸업논문(응용물리학과),이광조,금 17:00-17:50 (전219),,0,4
APHY2105-00,현대물리실험,이광조,금 09:00-12:50 (현대물리실험실(암실)),,2,2
APHY2102-00,수리물리I,이민철,월 10:30-11:45 (전219),수 10:30-11:45 (전219),3,2
APHY3612-00,양자컴퓨팅,이민철,화 10:30-11:45 (전218),목 10:30-11:45 (전218),3,3
APHY2605-00,응용물리세미나I,김민수,수 17:00-18:15 (전211-2),,1,2
APHY4400-00,응집물질물리Ⅰ,이성훈,월 13:30-14:45 (전219),수 13:30-14:45 (전219),3,3
APHY3602-00,푸리에광학,이광조,월 12:00-13:15 (전219),수 12:00-13:15 (전219),3,3
APHY2104-00,현대물리,임대영,화 10:30-11:45 (전219),목 10:30-11:45 (전219),3,2
APHY1100-00,물리학실험I,이민철,화 13:00-14:50 (멀305),,1,1
APHY1100-01,물리학실험I,김선경,화 13:00-14:50 (멀306),,1,1
APHY1100-02,물리학실험I,송현욱,수 11:00-12:50 (멀305),,1,1
EDU3131-G00,교과교육론(물리),송현욱,월 16:00-17:15 (전218),수 16:00-17:15 (전218),3,3
AMTH3003-00,미분기하학,김경수,화 10:30-11:45 (전223),목 10:30-11:45 (전223),3,3
AMTH2010-00,해석학1,박준표,월 10:30-11:45 (전101),수 10:30-11:45 (전101),3,2
AMTH3013-00,현대대수학I,김정산,화 13:30-14:45 (전221),목 13:30-14:45 (전221),3,3
AMTH2013-00,확률통계및응용,전준기,월 13:30-14:45 (전102),수 13:30-14:45 (전102),3,2
AMTH4007-00,기계학습을위한수학,김경수,화 12:00-13:15 (전223),목 12:00-13:15 (전223),3,4
AMTH3029-00,복소함수및응용,박준표,월 09:00-10:15 (전101),수 09:00-10:15 (전101),3,3
AMTH2004-00,수리프로그래밍,김경수,화 09:00-10:15 (전223),목 09:00-10:15 (전223),3,2
AMTH1010-00,응용선형대수특강,최선호,화 12:00-13:15 (전221),목 12:00-13:15 (전221),3,2
AMTH4018-00,최적화이론,김정호,월 10:30-11:45 (전221),수 10:30-11:45 (전221),3,4
AMTH3028-00,편미분방정식,김정호,월 09:00-10:15 (전221),수 09:00-10:15 (전221),3,4
EDU3336-G00,교과교수법(수학),이경희,화 13:30-16:15 (전223),,3,4
EDU3137-G00,교과교육론(수학),이경희,목 15:00-17:45 (전223),,3,3
APCH3401-00,무기화학I,김병곤,월 13:30-14:45 (공146호),수 13:30-14:45 (공146호),3,3
APCH3401-01,무기화학I,김병곤,월 16:30-17:45 (공146호),수 16:30-17:45 (공146호),3,3
APCH2303-00,분석화학실험,강성호,금 09:00-12:50 (공458(분석화학실험실)),,2,2
APCH2303-01,분석화학실험,강성호,금 13:30-17:20 (공458(분석화학실험실)),,2,2
APCH2303-02,분석화학실험,양성익,수 13:30-17:20 (공458(분석화학실험실)),,2,2
APCH4600-00,졸업논문(응용화학과),유은정,토 20:00-21:15 (공146호),,0,4
APCH2104-00,기초물리화학,이영식,월 13:30-14:45 (공165호),수 13:30-14:45 (공165호),3,2
APCH4601-00,나노융합소재연구,김용호,화 18:00-23:50 (공142-1호),,3,4
APCH4605-00,독립심화학습1(응용화학과),김민호,금 - (),,3,4
APCH4605-01,독립심화학습1(응용화학과),김민호,금 - (),,3,4
APCH4401-00,무기소재과학,변송호,월 15:00-16:15 (공B105호),수 15:00-16:15 (공B105호),3,4
APCH4607-00,물리유기화학,강은주,월 16:30-17:45 (공B105호),수 16:30-17:45 (공B105호),3,4
APCH2101-00,물리화학I,김용호,화 13:30-14:45 (공146호),목 13:30-14:45 (공146호),3,2
APCH2101-01,물리화학I,김용호,화 16:30-17:45 (공146호),목 16:30-17:45 (공146호),3,2
APCH3101-00,반응속도론,김용호,월 15:00-16:15 (공146호),수 15:00-16:15 (공146호),3,3
APCH2301-00,분석화학입문,강성호,월 09:00-10:15 (공146호),수 09:00-10:15 (공146호),3,2
APCH2301-01,분석화학입문,강성호,월 10:30-11:45 (공146호),수 10:30-11:45 (공146호),3,2
APCH3501-00,생화학I,김광표,월 10:30-11:45 (멀204),수 10:30-11:45 (멀204),3,3
APCH3403-00,신소재과학실험,이민형,화 15:00-18:50 (물리화학실험실),,2,3
APCH3403-01,신소재과학실험,이민형,목 15:00-18:50 (물리화학실험실),,2,3
APCH4204-00,유기및생화학연구,양성익 / 강은주,수 18:00-23:50 (공146호),,3,4
APCH3301-00,유기분광분석,양성익,화 09:00-10:15 (공146호),목 09:00-10:15 (공146호),3,3
APCH2202-00,유기화학I,강은주,화 15:00-16:15 (공146호),목 15:00-16:15 (공146호),3,2
APCH2202-01,유기화학I,유은정,화 10:30-11:45 (공146호),목 10:30-11:45 (공146호),3,2
APCH3606-00,유기화학III,강경태,월 12:00-13:15 (공146호),수 12:00-13:15 (공146호),3,3
APCH3601-00,응용화학개론,유은정,화 12:00-13:15 (공146호),,1,3
APCH4603-00,응용화학캡스톤디자인,양성익,월 18:00-21:50 (공148호),,3,4
APCH4603-01,응용화학캡스톤디자인,김광표,수 18:00-21:50 (공148호),,3,4
APCH4603-02,응용화학캡스톤디자인,강경태,월 18:00-21:50 (공146호),,3,4
EDU3141-G00,교과교육론(화학),변송호,수 18:00-20:45 (공B105호),월 09:00-10:15 (멀403),3,3
ENV171-00,생물학및실험1,장광현,수 13:00-14:50 (멀512),금 13:00-14:50 (멀302),3,1
ENV171-01,생물학및실험1,장광현,수 13:00-14:50 (멀512),금 15:00-16:50 (멀302),3,1
BIO101-00,생물1,김기영,화 09:00-10:15 (국경108),목 09:00-10:15 (국경108),3,1
BIO101-01,생물1,조만호,월 15:00-16:15 (국경305),수 15:00-16:15 (국경305),3,1
BIO101-02,생물1,배효철,월 10:30-11:45 (국경103),수 10:30-11:45 (국경103),3,1
BIO101-03,생물1,강창중,화 09:00-10:15 (국경301),목 09:00-10:15 (국경301),3,1
BIO101-04,생물1,하선화,월 09:00-10:15 (국경305),수 09:00-10:15 (국경305),3,1
BIO101-05,생물1,이상원,화 13:30-14:45 (국경305),목 13:30-14:45 (국경305),3,1
BIO103-00,일반생물,김세영,화 09:00-10:30 (생424),목 09:00-10:30 (생424),3,1
BIO103-01,일반생물,김세영,화 10:30-11:45 (생424),목 10:30-11:45 (생424),3,1
BIO103-02,일반생물,이상원,월 16:30-17:45 (국경305),수 16:30-17:45 (국경305),3,1
AMTH1009-00,미분적분학,김병학,월 10:30-11:45 (전223),수 10:30-11:45 (전223),3,1
AMTH1009-01,미분적분학,김병학,월 13:30-14:45 (전101),수 13:30-14:45 (전101),3,1
AMTH1009-02,미분적분학,최용빈,월 15:00-16:15 (전101),수 15:00-16:15 (전101),3,1
AMTH1009-03,미분적분학,최용빈,월 16:30-17:45 (전101),수 16:30-17:45 (전101),3,1
AMTH1009-04,미분적분학,홍범일,월 09:00-10:15 (국경311),수 09:00-10:15 (국경311),3,1
AMTH1009-05,미분적분학,홍범일,월 10:30-11:45 (전102),수 10:30-11:45 (전102),3,1
AMTH1009-06,미분적분학,김관혁,월 15:00-16:15 (전223),수 15:00-16:15 (전223),3,1
AMTH1009-07,미분적분학,전준기,월 10:30-11:45 (멀112),수 10:30-11:45 (멀112),3,1
AMTH1009-08,미분적분학,전준기,월 12:00-13:15 (멀112),수 12:00-13:15 (멀112),3,1
AMTH1009-09,미분적분학,남윤,화 09:00-10:15 (전101),목 09:00-10:15 (전101),3,1
AMTH1009-10,미분적분학,남윤,화 10:30-11:45 (전101),목 10:30-11:45 (전101),3,1
AMTH1009-11,미분적분학,김원주,화 12:00-13:15 (전101),목 12:00-13:15 (전101),3,1
AMTH1009-12,미분적분학,김원주,화 13:30-14:45 (전101),목 13:30-14:45 (전101),3,1
AMTH1009-13,미분적분학,나광수,화 09:00-10:15 (전102),목 09:00-10:15 (전102),3,1
AMTH1009-14,미분적분학,나광수,화 10:30-11:45 (전102),목 10:30-11:45 (전102),3,1
AMTH1009-15,미분적분학,박정주,화 15:00-16:15 (전102),목 15:00-16:15 (전102),3,1
AMTH1009-16,미분적분학,박정주,화 16:30-17:45 (전102),목 16:30-17:45 (전102),3,1
AMTH1009-17,미분적분학,김정산,화 10:30-11:45 (전221),목 10:30-11:45 (전221),3,1
AMTH1009-18,미분적분학,남윤,화 12:00-13:15 (국B101호 Stair-like Lecture Room (계단강의실)),목 12:00-13:15 (국B101호 Stair-like Lecture Room (계단강의실)),3,1
AMTH1009-19,미분적분학,최선호,화 13:30-14:45 (국B101호 Stair-like Lecture Room (계단강의실)),목 13:30-14:45 (국B101호 Stair-like Lecture Room (계단강의실)),3,1
AMTH1009-20,미분적분학,남궁윤미,화 15:00-16:15 (전217),목 15:00-16:15 (전217),3,1
AMTH1009-21,미분적분학,김원주,화 16:30-17:45 (국B101호 Stair-like Lecture Room (계단강의실)),목 16:30-17:45 (국B101호 Stair-like Lecture Room (계단강의실)),3,1
AMTH1009-22,미분적분학,차준심,금 09:00-11:45 (전101),,3,1
AMTH1009-23,미분적분학,차준심,금 13:30-16:15 (전101),,3,1
AMTH1009-24,미분적분학,김수현,금 09:00-11:45 (전102),,3,1
AMTH1009-25,미분적분학,김수현,금 13:30-16:15 (전102),,3,1
AMTH1009-26,미분적분학,신혜선,금 09:00-11:45 (전221),,3,1
AMTH1009-27,미분적분학,신혜선,금 12:00-14:45 (전221),,3,1
AMTH1009-28,미분적분학,손수진,금 09:00-11:45 (멀107),,3,1
AMTH1009-29,미분적분학,손수진,금 12:00-14:45 (멀107),,3,1
AMTH1009-30,미분적분학,박정준,월 09:00-10:15 (멀404),수 09:00-10:15 (멀404),3,1
AMTH1009-31,미분적분학,박정준,월 10:30-11:45 (멀406),수 10:30-11:45 (멀406),3,1
AMTH1004-00,선형대수,박준표,월 12:00-13:15 (전101),수 12:00-13:15 (전101),3,1
AMTH1004-01,선형대수,김현수,월 15:00-16:15 (전102),수 15:00-16:15 (전102),3,1
AMTH1004-02,선형대수,김현수,월 16:30-17:45 (전102),수 16:30-17:45 (전102),3,1
AMTH1004-03,선형대수,배재형,월 09:00-10:15 (멀107),수 09:00-10:15 (멀107),3,1
AMTH1004-04,선형대수,배재형,월 10:30-11:45 (멀107),수 10:30-11:45 (멀107),3,1
AMTH1004-05,선형대수,남궁윤미,화 12:00-13:15 (전102),목 12:00-13:15 (전102),3,1
AMTH1004-06,선형대수,남궁윤미,화 13:30-14:45 (전102),목 13:30-14:45 (전102),3,1
AMTH1004-07,선형대수,박명진,화 10:30-11:45 (멀107),목 10:30-11:45 (멀107),3,1
AMTH1004-08,선형대수,이진,화 13:30-14:45 (멀107),목 13:30-14:45 (멀107),3,1
AMTH1004-09,선형대수,이진,화 15:00-16:15 (멀107),목 15:00-16:15 (멀107),3,1
AMTH1004-10,선형대수,이진,화 09:00-10:15 (국B101호 Stair-like Lecture Room (계단강의실)),목 09:00-10:15 (국B101호 Stair-like Lecture Room (계단강의실)),3,1
AMTH1004-11,선형대수,최선호,화 10:30-11:45 (국B101호 Stair-like Lecture Room (계단강의실)),목 10:30-11:45 (국B101호 Stair-like Lecture Room (계단강의실)),3,1
AMTH1005-00,통계학,백옥분,월 13:30-14:45 (멀107),수 13:30-14:45 (멀107),3,1
AMTH1005-01,통계학,백옥분,월 15:00-16:15 (멀107),수 15:00-16:15 (멀107),3,1
APCH1131-00,일반화학,이현주,화 15:00-16:15 (멀204),목 15:00-16:15 (멀204),3,1
APCH1131-01,일반화학,이현주,화 16:30-17:45 (멀204),목 16:30-17:45 (멀204),3,1
APCH1131-02,일반화학,이병노,월 15:00-16:15 (멀404),수 15:00-16:15 (멀404),3,1
APCH1131-03,일반화학,이병노,월 16:30-17:45 (멀404),수 16:30-17:45 (멀404),3,1
APCH1131-04,일반화학,최혁준,금 09:00-11:45 (멀403),,3,1
APCH1131-05,일반화학,최혁준,금 12:00-14:45 (멀403),,3,1
APCH1121-00,화학1,심지혜,화 12:00-13:15 (공148호),목 12:00-13:15 (공148호),3,1
APCH1121-01,화학1,심지혜,금 10:30-13:15 (공146호),,3,1
APCH1121-02,화학1,오영호,금 09:00-11:45 (국경301),,3,1
APCH1121-03,화학1,오영호,금 13:00-15:45 (멀210),,3,1
APCH1121-04,화학1,박성훈,금 09:00-11:45 (국경311),,3,1
APCH1121-05,화학1,박성훈,금 13:00-15:45 (국경311),,3,1
APCH1121-06,화학1,전우진,월 10:30-11:45 (공149호),수 10:30-11:45 (공149호),3,1
APCH1101-00,화학및실험1,변송호,월 10:30-12:20 (멀404),수 10:30-12:20 (멀308),3,1
APCH1101-01,화학및실험1,변송호,월 10:30-12:20 (멀404),수 10:30-12:20 (멀309),3,1
APCH1101-02,화학및실험1,안광현,화 10:30-12:20 (멀404),목 10:30-12:20 (멀308),3,1
APCH1101-03,화학및실험1,안광현,화 10:30-12:20 (멀404),목 10:30-12:20 (멀309),3,1
APCH1101-04,화학및실험1,유은정,월 13:00-14:50 (멀404),수 13:00-14:50 (멀308),3,1
APCH1101-05,화학및실험1,유은정,월 13:00-14:50 (멀404),수 13:00-14:50 (멀309),3,1
APCH1101-06,화학및실험1,안광현,화 13:00-14:50 (멀404),목 13:00-14:50 (멀308),3,1
APCH1101-07,화학및실험1,안광현,화 13:00-14:50 (멀404),목 13:00-14:50 (멀309),3,1
BME316-00,신경생리학,김태성,화 15:00-16:15 (전103),목 15:00-16:15 (전103),3,3
BME211-00,의공생명과학,박경모,월 13:30-14:45 (전220),수 13:30-14:45 (전220),3,2
BME203-00,전자기학,이수열,월 09:00-10:15 (B09),수 09:00-10:15 (B09),3,2
BME411-00,졸업논문(생체의공학),이상민,토 12:00-13:00 (),,0,4
BME314-00,독립심화학습1(생체의공학과),박기주,토 09:00-11:45 (전227),,3,3
BME423-00,머신러닝및패턴인식개론,김태성,화 10:30-11:45 (B05),목 10:30-11:45 (B05),3,4
BME420-00,바이오울트라소닉스,박기주,월 15:00-16:15 (전227),수 15:00-16:15 (전227),3,4
BME302-00,생체계측,이진석,화 12:00-13:15 (전227),목 12:00-13:15 (전227),3,3
BME415-00,생체시스템제어,이상민,화 16:30-17:45 (전227),목 16:30-17:45 (전227),3,4
BME303-00,응용전자회로,변경민,화 10:30-11:45 (전227),목 10:30-11:45 (전227),3,3
BME304-00,응용전자회로실험,변경민,금 09:00-12:50 (바이오메디칼 창의랩),,2,3
BME416-00,의료기기법규와인증,한승무,월 16:30-17:45 (전539),수 16:30-17:45 (전539),3,4
BME403-00,의료영상시스템,이수열,월 13:30-14:45 (전445),수 13:30-14:45 (전445),3,4
BME412-00,창의적종합설계(생체의공학),이진석,월 20:00-22:45 (전227),,3,4
BME412-01,창의적종합설계(생체의공학),김태성,월 20:00-22:45 (전445),,3,4
BME412-03,창의적종합설계(생체의공학),조민형,화 20:00-22:45 (전103),,3,4
BME412-05,창의적종합설계(생체의공학),한승무,월 20:00-22:45 (전136),,3,4
BME412-06,창의적종합설계(생체의공학),변경민,화 20:00-22:45 (전539),,3,4
BME412-08,창의적종합설계(생체의공학),이수열,화 20:00-22:45 (전226),,3,4
BME412-09,창의적종합설계(생체의공학),박기주,목 20:00-22:45 (전227),,3,4
BME412-10,창의적종합설계(생체의공학),이상민,목 20:00-22:45 (전103),,3,4
BME305-00,컴퓨터구조및응용,조민형,월 10:30-11:45 (전227),수 10:30-11:45 (전227),3,3
BME204-00,공학수학2,이상민,월 16:30-17:45 (전227),수 16:30-17:45 (전227),3,2
BME213-03,기초프로그래밍,조민형,화 09:00-10:15 (B06),목 09:00-10:15 (B06),3,2
BME213-04,기초프로그래밍,조민형,화 13:30-14:45 (B06),목 13:30-14:45 (B06),3,2
EE212-00,Adventure Design,최민석,금 09:00-11:45 (B09),,3,2
EE207-00,기초회로실험,윤상웅,금 09:00-12:50 (전208),,2,2
EE207-01,기초회로실험,윤상웅,금 13:30-17:20 (전208),,2,2
EE207-02,기초회로실험,김대원,월 13:30-17:20 (전208),,2,2
EE207-03,기초회로실험,이승현,화 13:30-17:20 (전208),,2,2
EE203-00,물리전자,이종욱,금 13:30-14:45 (전226),금 16:30-17:45 (전226),3,2
EE203-01,물리전자,박욱,금 13:30-16:15 (전445),,3,2
EE203-02,물리전자,이응규,수 13:30-14:45 (전103),금 13:30-14:45 (전103),3,2
EE201-00,전자기학I,이범선,월 09:00-10:15 (전539),수 09:00-10:15 (전539),3,2
EE201-01,전자기학I,김상혁,월 09:00-10:15 (전445),수 09:00-10:15 (전445),3,2
EE201-02,전자기학I,이응규,월 09:00-10:15 (전220),수 09:00-10:15 (전220),3,2
EE201-03,전자기학I,백운식,화 09:00-10:15 (전220),목 09:00-10:15 (전220),3,2
EE201-04,전자기학I,이수열,화 09:00-10:15 (전227),목 09:00-10:15 (전227),3,2
EE201-05,전자기학I,이승환,화 09:00-10:15 (전445),목 09:00-10:15 (전445),3,2
EE206-00,전자회로I,윤상웅,월 09:00-10:15 (전226),수 09:00-10:15 (전226),3,3
EE206-01,전자회로I,최우준,화 13:30-14:45 (전539),목 13:30-14:45 (전539),3,3
EE206-02,전자회로I,김창우,화 09:00-10:15 (전211-1),목 09:00-10:15 (전211-1),3,3
EE206-03,전자회로I,임영현,월 15:00-16:15 (전136),수 15:00-16:15 (전136),3,3
EE486-00,졸업논문(전자공학전공),정해준,수 18:30-21:45 (전205),,0,4
EE202-00,회로이론,최우준,화 10:30-11:45 (전136),목 10:30-11:45 (전136),3,2
EE202-01,회로이론,김창우,화 10:30-11:45 (전211-1),목 10:30-11:45 (전211-1),3,2
EE202-02,회로이론,임영현,월 10:30-11:45 (전226),수 10:30-11:45 (전226),3,2
EE343-00,DSP실험,최기호,수 13:30-17:20 (전211-3),,2,3
EE463-00,VLSI설계,홍상훈,화 15:00-16:15 (전445),목 15:00-16:15 (전445),3,4
EE421-00,광전자공학,유재수,월 10:30-11:45 (전103),수 10:30-11:45 (전103),3,4
EE342-00,디지털신호처리,손원,화 16:30-17:45 (전220),목 16:30-17:45 (전220),3,3
EE342-01,디지털신호처리,김원하,화 16:30-17:45 (전226),목 16:30-17:45 (전226),3,3
EE342-02,디지털신호처리,김규헌,화 16:30-17:45 (전445),목 16:30-17:45 (전445),3,3
EE362-00,디지털집적회로모델링실험,박정환,목 13:30-17:20 (디지털회로실험실),,2,3
EE341-00,디지털통신,이계산,화 12:00-13:15 (전220),목 12:00-13:15 (전220),3,3
EE341-01,디지털통신,송주빈,월 12:00-13:15 (전220),수 12:00-13:15 (전220),3,3
