ID,NAME,PROF,TIME1,TIME2,CREDITS,YEAR
IS3001-01,International Finance,전종규,월 10:30-11:45 (국105호),수 10:30-11:45 (국105호),3,2
IS3105-00,International Negotiations,문돈,월 13:30-14:45 (국101-2호),수 13:30-14:45 (국101-2호),3,3
IS2102-00,International Organizations,문돈,월 10:30-11:45 (국101-2호),수 10:30-11:45 (국101-2호),3,2
IS2003-00,International Political Economy,문돈,월 16:30-17:45 (국101-2호),수 16:30-17:45 (국101-2호),3,2
IS2003-01,International Political Economy,임규택,화 18:00-20:45 (국203호),,3,2
IS2004-00,International Security,박한규,월 10:30-11:45 (국204호),수 10:30-11:45 (국204호),3,3
IS3002-00,International Trade,이창수,화 12:00-13:15 (국209호),목 12:00-13:15 (국209호),3,2
IS3002-01,International Trade,이창수,화 13:30-14:45 (국209호),목 13:30-14:45 (국209호),3,2
IS4404-00,Korean Foreign Policy,박한규,월 13:30-14:45 (국204호),수 13:30-14:45 (국204호),3,3
IS2505-00,Korean Politics and Economy,정연경,화 10:30-11:45 (국204호),목 10:30-11:45 (국204호),3,2
IS2202-00,Macroeconomics,전종규,월 09:00-10:15 (국105호),수 09:00-10:15 (국105호),3,2
IS2202-01,Macroeconomics,양두용,월 15:00-16:15 (국203호),수 15:00-16:15 (국203호),3,2
IS2103-00,Major Issues in Global Affairs,이유철,수 16:30-19:15 (국203호),,3,2
IS2203-00,Mathematics for Economics and Business,양두용,월 10:30-11:45 (국203호),수 10:30-11:45 (국203호),3,2
IS2201-00,Microeconomics,현혜정,월 15:00-16:15 (국204호),수 15:00-16:15 (국204호),3,2
IS2201-01,Microeconomics,현혜정,월 13:30-14:45 (국105호),수 13:30-14:45 (국105호),3,2
IS3532-00,Monitoring and Evaluation for Development Project,신재은,금 12:00-14:45 (국202호),,3,3
IS3406-00,North Korea and Inter-Korean Relations,우승지,화 15:00-16:15 (국209호),목 15:00-16:15 (국209호),3,3
IS2303-00,Principles of Accounting,김근수,월 10:30-11:45 (국209호),수 10:30-11:45 (국209호),3,2
IS2304-00,Principles of Marketing,문일권,화 15:00-17:45 (국103호),,3,2
IS3408-00,State and Society in East Asia,김선일,금 09:00-11:45 (국202호),,3,3
IS3505-00,Topics in East Asian Studies I (H),김선일,목 18:00-20:45 (국202호),,3,3
IS4208-00,Topics in Microeconomics (H),오형나,월 13:30-14:45 (국305호),수 13:30-14:45 (국305호),3,4
IS2507-00,Understanding International Development Cooperation,곽재성,금 09:00-11:45 (국203호),,3,2
IS3109-00,Understanding International Law,백범석,금 12:00-14:45 (국103호),,3,3
IS2105-00,War and Peace,Ioannis Tellidis,화 16:30-17:45 (국204호),목 16:30-17:45 (국204호),3,2
IS1001-00,Introduction to Economics I,주효연,화 13:30-14:45 (국103호),목 13:30-14:45 (국103호),3,1
IS1001-01,Introduction to Economics I,주효연,화 12:00-13:15 (국103호),목 12:00-13:15 (국103호),3,1
IS1001-02,Introduction to Economics I,이창수,화 10:30-11:45 (국202호),목 10:30-11:45 (국202호),3,1
IS1002-00,Introduction to Economics II,안지연,금 09:00-11:45 (국B101호 Stair-like Lecture Room (계단강의실)),,3,1
IS1004-00,Introduction to International Relations,백종완,수 09:00-11:45 (국B101호 Stair-like Lecture Room (계단강의실)),,3,1
IS1004-01,Introduction to International Relations,양준희,월 16:30-17:45 (국105호),수 16:30-17:45 (국105호),3,1
IS1003-00,Introduction to Political Science,정진영,화 13:30-14:45 (국105호),목 13:30-14:45 (국105호),3,1
IS1003-01,Introduction to Political Science,정진영,화 15:00-16:15 (국105호),목 15:00-16:15 (국105호),3,1
GK2002-00,Understanding Korean Business,이찬우,월 15:00-17:45 (국103호),,3,2
GK4001-00,졸업논문(글로벌한국학전공),김선일,토 18:00-19:00 (국B101호 Stair-like Lecture Room (계단강의실)),,0,4
GK3025-00,East Asian Economic Development,최영진,화 15:00-16:15 (국203호),목 15:00-16:15 (국203호),3,3
GK2001-00,K-Pop:KoreanPopCulture,박정혁,금 15:00-17:45 (국203호),,3,2
GK1001-00,Beginner Korean 1,이은진,금 09:00-11:45 (국101-2호),,3,1
GK1002-00,Beginner Korean 2,김춘영,금 09:00-11:45 (국204호),,3,1
GK3027-00,Culture and Society of Korea,김기호,수 12:00-14:45 (국103호),화 18:00-19:00 (국204호),3,1
SFS302-00,빅데이터분석및응용,정대현,수 09:00-12:45 (국경108),,3,3
SFS301-00,식물육종학,권춘탁,월 13:30-14:45 (국경301),수 13:30-14:45 (국경301),3,3
SFS303-00,식물표현체학,홍우종,화 09:00-10:15 (국경311),목 09:00-10:15 (국경311),3,3
SFS401-00,졸업논문(스마트팜과학),권춘탁,- (),,0,4
HBT401-00,졸업논문(원예생명공학),권춘탁,- (),,0,4
SFS201-00,바이오시스템공학,정대현,화 15:00-16:15 (생119(시청각실)),목 15:00-16:15 (생119(시청각실)),3,2
SFS215-00,수경재배론,박영준,화 10:30-11:45 (국경311),목 10:30-11:45 (국경311),3,2
SFS214-00,스마트농업프로그래밍,홍우종,월 16:30-17:45 (생B113(전산실)),수 16:30-17:45 (생B113(전산실)),3,2
SFS311-00,식물번식학,엄석현,화 15:00-16:15 (생423),목 15:00-16:15 (생423),3,3
SFS206-00,식물생리학,엄석현,화 13:30-14:45 (생424),목 13:30-14:45 (생424),3,2
SFS203-00,식물생화학,박영준,화 16:30-17:45 (국경311),목 16:30-17:45 (국경311),3,2
SFS308-00,식물유전체학,권춘탁,월 15:00-16:15 (국경301),수 15:00-16:15 (국경301),3,3
PAM217-00,고분자개론,유정목,화 10:30-11:45 (생423),목 10:30-11:45 (생423),3,2
PAM401-00,졸업논문(식물·환경신소재공학),이정태,- (),,0,4
PAM218-00,지속가능형바이오플라스틱개론,황성연,월 13:30-14:45 (생422),수 13:30-14:45 (생422),3,2
PAM215-00,바이오매스와에너지소재,이정태,월 16:30-17:45 (생422),수 16:30-17:45 (생422),3,2
PAM411-00,바이오소재캡스톤디자인1,이찬희,수 16:30-18:45 (생태정보실험실),,3,4
PAM208-00,식물세포생물학,이찬희,월 10:30-11:45 (국경310),수 10:30-11:45 (국경310),3,2
PAM335-00,천연고분자과학개론,김웅진,월 18:00-20:45 (실험실),화 12:00-13:15 (생422),3,3
FSB231-00,생물유기화학,김해영,월 10:30-11:45 (생119(시청각실)),수 10:30-11:45 (생119(시청각실)),3,2
FSB381-00,식품생화학2,김미주,화 15:00-16:15 (국경305),목 15:00-16:15 (국경305),3,3
FSB391-00,식품화학I,노회진,월 12:00-14:45 (생119(시청각실)),,3,3
FSB401-00,졸업논문(식품공학전공),박천석,- (),,0,4
FSB361-00,바이오기능성식품소재,김대옥,월 10:30-11:45 (생424),수 10:30-11:45 (생424),3,3
FSB394-00,식품공학1,조명수,금 12:00-14:45 (국경301),,3,3
FSB271-00,식품나노과학개론,김영록,화 13:30-14:45 (생119(시청각실)),목 13:30-14:45 (생119(시청각실)),3,3
FSB241-00,식품미생물학Ⅰ및실험,박천석,월 15:00-16:50 (국경108),화 16:30-18:20 (식품미생물학실험실),3,2
FSB241-01,식품미생물학Ⅰ및실험,박천석,월 15:00-16:50 (국경108),수 16:30-18:20 (식품미생물학실험실),3,2
FSB402-00,식품생명공학캡스톤디자인1,박천석,토 10:00-12:45 (국301),,3,4
FSB496-00,식품신산업과지식재산권,공경식,월 15:00-17:45 (국경103),,3,4
FSB383-00,식품안전정책과법령,손문기,화 16:30-17:45 (생423),목 16:30-17:45 (생423),3,4
FSB471-00,식품영양학,김영록,화 10:30-11:45 (국경108),목 10:30-11:45 (국경108),3,4
FSB281-00,식품학개론,김미주,화 12:00-13:15 (국경305),목 12:00-13:15 (국경305),3,2
FSB304-00,연구연수활동1(식품공학),박천석,- (),,1,3
GEN202-00,미생물학I,황재성,월 10:30-11:45 (국경311),수 10:30-11:45 (국경311),3,2
GEN202-01,미생물학I,황재성,월 13:30-14:45 (국경311),수 13:30-14:45 (국경311),3,2
GEN303-00,분자생물학II,백광희,월 13:30-14:45 (생424),수 13:30-14:45 (생424),3,3
GEN309-00,세포생물학1,정용수,화 13:30-14:45 (국경311),목 13:30-14:45 (국경311),3,3
GEN401-00,졸업논문(유전생명공학전공),김기영,- (),,0,4
GEN407-00,면역학,강창중,월 15:00-16:15 (생424),수 15:00-16:15 (생424),3,4
GEN407-01,면역학,강창중,화 15:00-16:15 (생424),목 15:00-16:15 (생424),3,4
GEN203-00,미생물학실험,황재성,월 15:30-19:20 (생116(생화학 학부실험실)),,2,2
GEN203-01,미생물학실험,김기영,월 09:30-13:20 (생116(생화학 학부실험실)),,2,2
GEN203-02,미생물학실험,황재성,금 13:30-17:20 (생116(생화학 학부실험실)),,2,2
GEN416-00,바이오경영과창업,진변석,목 10:30-13:15 (국경103),,3,2
GEN102-00,바이오와지식재산개론,진변석,목 15:30-18:15 (국경103),월 16:30-17:45 (생423),3,2
GEN305-00,분자생물학I,김기영,월 15:00-16:15 (국경311),수 15:00-16:15 (국경311),3,3
GEN305-01,분자생물학I,정용수,화 15:00-16:15 (국경311),목 15:00-16:15 (국경311),3,3
GEN306-00,분자생물학실험,김기영,화 16:30-20:20 (생116(생화학 학부실험실)),,2,3
GEN306-02,분자생물학실험,김기영,금 09:30-13:20 (생116(생화학 학부실험실)),,2,3
GEN204-00,생화학I,부성희,월 10:30-11:45 (국경305),수 10:30-11:45 (국경305),3,2
GEN204-01,생화학I,부성희,화 10:30-11:45 (국경305),목 10:30-11:45 (국경305),3,2
GEN409-00,생화학기기분석,조만호,월 13:30-14:45 (국경305),수 13:30-14:45 (국경305),3,4
GEN410-00,식물분자생물학,전종성,화 13:30-14:45 (국경108),목 13:30-14:45 (국경108),3,4
GEN315-00,연구연수활동1(유전생명공학),김기영,- (),,1,3
GEN418-00,유전공학종합설계,김기영,금 13:00-15:45 (생424),월 12:00-13:15 (생424),3,4
GEN308-00,인체생리학,정용수,화 12:00-13:15 (국경311),목 12:00-13:15 (국경311),3,3
GEN208-00,작물생명공학,하선화,월 12:00-13:15 (국경305),수 12:00-13:15 (국경305),3,2
GEN326-00,종양생물학,노원상,화 12:00-13:15 (생 119(시청각실)),목 12:00-13:15 (생 119(시청각실)),3,3
GEN101-00,생물통계학,김지혜,"월 10:30-11:45 (생대 전산실(B103), 강의실(생대423))","수 10:30-11:45 (생대 전산실(B103), 강의실(생대423))",3,1
GEN101-01,생물통계학,김지혜,"월 13:30-14:45 (생대 전산실(B103), 강의실(생대423))","수 13:30-14:45 (생대 전산실(B103), 강의실(생대423))",3,1
GEN103-00,유전생명공학개론,손영숙,화 10:30-11:45 (생422),목 10:30-11:45 (생422),3,1
OMB301-00,약용소재학,이태후,목 13:30-17:15 (국경310),월 13:30-14:45 (국경103),3,3
OMB401-00,졸업논문(한방생명공학전공),배효철,- (),,0,4
OMB309-00,기능성피부소재학,이태후,화 12:00-13:15 (국경310),목 12:00-13:15 (국경310),3,4
OMB204-00,기초유기화학,백남인,월 15:00-16:15 (생423),수 15:00-16:15 (생423),3,2
OMB211-00,바이오분자생물학,배효철,화 13:30-14:45 (생423),목 13:30-14:45 (생423),3,2
OMB312-00,바이오소재분리분석학실험,이슬아,수 15:00-18:50 (국경310),화 15:00-18:40 (실험실),3,3
OMB331-00,오믹스데이터과학,최재영,화 10:30-11:45 (국경301),목 10:30-11:45 (국경301),3,3
OMB213-00,인체대사기능학1,강동호,월 09:00-10:15 (생423),수 09:00-10:15 (생423),3,2
ID3012-00,UX디자인,김유빈,금 09:00-12:50 (예305),,3,3
CSE103-00,객체지향프로그래밍,이대호,월 16:30-18:20 (전205),수 16:30-18:20 (전205),3,1
CSE103-01,객체지향프로그래밍,이대호,#NAME?,,3,1
CSE103-02,객체지향프로그래밍,최진우,화 13:00-14:50 (전211-1),목 13:00-14:50 (전211-1),3,1
CSE305-00,데이터베이스,이영구,화 15:00-16:15 (전205),목 15:00-16:15 (전205),3,3
CSE305-01,데이터베이스,김태연,화 15:00-16:15 (B06),목 15:00-16:15 (B06),3,3
SWCON103-00,디자인적사고,이승규,금 09:00-12:50 (전211-1),,3,1
CSE327-00,소프트웨어공학,김정욱,화 16:30-17:45 (B09),목 16:30-17:45 (B09),3,3
SWCON401-00,소프트웨어융합캡스톤디자인,이성원,금 15:00-17:50 (전409),,3,4
SWCON401-01,소프트웨어융합캡스톤디자인,이대호,금 15:00-17:50 (전409),,3,4
SWCON401-02,소프트웨어융합캡스톤디자인,강형엽,금 15:00-17:50 (전309),,3,4
SWCON401-03,소프트웨어융합캡스톤디자인,이원희,금 15:00-17:50 (전409),,3,4
SWCON401-04,소프트웨어융합캡스톤디자인,황효석,금 15:00-17:50 (전409),,3,4
SWCON401-05,소프트웨어융합캡스톤디자인,박상근,금 15:00-17:50 (전409),,3,4
SWCON401-06,소프트웨어융합캡스톤디자인,오승재,금 12:00-14:50 (전309),,3,4
SWCON401-07,소프트웨어융합캡스톤디자인,박제만,금 15:00-17:50 (전409),,3,4
SWCON401-08,소프트웨어융합캡스톤디자인,조명아,금 15:00-17:50 (전409),,3,4
SWCON401-09,소프트웨어융합캡스톤디자인,우탁,금 15:00-17:50 (우정원B140호),,3,4
CSE304-00,알고리즘,한치근,화 13:00-14:50 (B05),목 13:00-14:50 (B05),3,3
CSE304-01,알고리즘,한치근,월 13:00-14:50 (B09),수 13:00-14:50 (B09),3,3
SWCON201-00,오픈소스SW개발방법및도구,이성원,화 17:00-18:15 (전205),목 17:00-18:15 (전205),3,2
CSE301-00,운영체제,허선영,화 13:30-14:45 (B01),목 13:30-14:45 (B01),3,3
CSE301-01,운영체제,조진성,월 13:30-14:45 (전226),수 13:30-14:45 (전226),3,3
CSE301-02,운영체제,김범석,화 16:30-17:45 (B01),목 16:30-17:45 (B01),3,3
SWCON104-00,웹/파이선프로그래밍,이성원,월 13:00-14:50 (전205),수 13:00-14:50 (전205),3,1
SWCON104-01,웹/파이선프로그래밍,박상근,화 13:00-14:50 (전205),목 13:00-14:50 (전205),3,1
SWCON104-02,웹/파이선프로그래밍,이성원,토 09:00-12:50 (온라인),,3,1
CSE204-00,자료구조,이상훈,월 11:00-12:50 (전136),수 11:00-12:50 (전136),3,2
CSE204-01,자료구조,이상훈,월 15:00-16:50 (전137),수 15:00-16:50 (전137),3,2
CSE204-02,자료구조,박제만,월 13:00-14:50 (글405),수 13:00-14:50 (글405),3,2
SWCON402-00,졸업논문(소프트웨어융합),이원희,금 08:00-08:50 (B09),,0,4
CSE438-00,최신기술콜로키움1,진성욱,금 10:00-11:50 (전205),,2,4
SWCON366-00,3D데이터처리,황효석,월 12:00-13:15 (B01),수 12:00-13:15 (B01),3,3
CSE440-00,AIoT소프트웨어,조진성,월 16:30-17:45 (B06),수 16:30-17:45 (B06),3,4
CSE330-00,SW스타트업비즈니스,이동현,월 09:00-11:45 (글405),,3,3
SWCON495-00,강화학습,황효석,월 13:30-14:45 (전211-1),수 13:30-14:45 (전211-1),3,4
SWCON311-00,게임그래픽프로그래밍,강형엽,화 13:00-16:50 (전136),,3,3
SWCON312-00,게임인터랙티브테크놀로지,오승재,월 15:00-16:15 (B01),수 15:00-16:15 (B01),3,4
SWCON367-00,게임콘텐츠캡스톤디자인,강형엽,화 17:00-19:50 (전409),,3,3
SWCON367-01,게임콘텐츠캡스톤디자인,오승재,수 17:00-19:50 (전509),,3,3
SWCON253-00,기계학습,이원희,화 10:30-11:45 (B09),목 10:30-11:45 (B09),3,2
SWCON253-01,기계학습,김휘용,화 15:00-16:15 (B09),목 15:00-16:15 (B09),3,2
SWCON253-02,기계학습,최진우,화 16:30-17:45 (전211-1),목 16:30-17:45 (전211-1),3,2
SWCON321-00,데이터분석캡스톤디자인,이원희,목 18:00-20:50 (전309),,3,3
SWCON321-01,데이터분석캡스톤디자인,박상근,금 12:00-14:50 (전409),,3,3
SWCON321-02,데이터분석캡스톤디자인,이대호,월 18:30-21:20 (전409),,3,3
SWCON321-03,데이터분석캡스톤디자인,박제만,금 12:00-14:50 (전409),,3,3
SWCON321-04,데이터분석캡스톤디자인,조명아,월 18:00-20:50 (전309),,3,3
CSE331-00,딥러닝,Chaoning Zhang,금 09:00-11:45 (전220),,3,3
SWCON332-02,로봇·비전캡스톤디자인,조명아,금 12:00-14:50 (전509),,3,3
SWCON221-00,마이크로서비스프로그래밍,이성원,월 17:00-18:50 (B09),수 17:00-18:50 (B09),3,2
CSE442-00,블록체인,김정현,월 16:30-17:45 (전136),수 16:30-17:45 (전136),3,4
SWCON494-00,영상분석과패턴인식,이대호,월 12:00-13:15 (전137),수 12:00-13:15 (전137),3,4
CSE426-00,영상처리,김휘용,화 13:30-14:45 (전227),목 13:30-14:45 (전227),3,4
SWCON241-00,융합연구1,박제만,수 19:30-20:20 (전309),,1,2
SWCON341-00,융합연구3,조명아,수 18:30-19:20 (전309),,1,3
SWCON441-00,융합연구5,오승재,수 20:30-21:20 (전309),,1,4
SWCON372-00,응용데이터분석,박상근,월 15:00-16:15 (전103),수 15:00-16:15 (전103),3,3
CSE201-00,이산구조,정태충,화 10:30-11:45 (전205),목 10:30-11:45 (전205),3,2
CSE201-01,이산구조,정태충,월 10:30-11:45 (B09),수 10:30-11:45 (B09),3,2
SWCON491-00,인공지능과게임프로그래밍,조명아,화 09:00-10:15 (B09),목 09:00-10:15 (B09),3,3
SWCON493-00,자연언어처리,박성배,화 16:30-17:45 (B06),목 16:30-17:45 (B06),3,4
CSE423-00,정보보호,장대희,월 15:00-16:15 (전539),수 15:00-16:15 (전539),3,4
CSE302-00,컴퓨터네트워크,이성원,월 15:00-16:15 (전205),수 15:00-16:15 (전205),3,3
CSE302-01,컴퓨터네트워크,김정윤,금 09:00-11:45 (전137),,3,3
CSE302-02,컴퓨터네트워크,유인태,월 13:30-14:45 (전137),수 13:30-14:45 (전137),3,3
CSE302-03,컴퓨터네트워크,고한얼,월 10:30-11:45 (전205),수 10:30-11:45 (전205),3,3
CSE335-00,클라우드컴퓨팅,김재홍,목 09:00-11:45 (글405),,3,3
ELC471-00,테크놀로지와디지털콘텐츠,이상민,월 12:00-13:15 (우정원B140호),수 12:00-13:15 (외307(전산실)),3,4
SWCON492-00,풀스택서비스네트워킹,이성원,화 15:00-16:15 (전211-1),목 15:00-16:15 (전211-1),3,2
SWCON370-00,풀스택서비스프로그래밍,이성원,화 13:00-14:50 (B07),목 13:00-14:50 (B07),3,3
SWCON254-00,회로와신호,오승재,월 13:30-14:45 (전539),수 13:30-14:45 (전539),3,2
EE211-00,확률및랜덤변수,김정근,월 15:00-16:15 (전226),수 15:00-16:15 (전226),3,2
EE211-01,확률및랜덤변수,이계산,월 15:00-16:15 (전445),수 15:00-16:15 (전445),3,2
EE211-02,확률및랜덤변수,홍인기,화 15:00-16:15 (전220),목 15:00-16:15 (전220),3,2
EE211-03,확률및랜덤변수,송주빈,월 15:00-16:15 (전220),수 15:00-16:15 (전220),3,2
EE211-04,확률및랜덤변수,김윤희,화 15:00-16:15 (전226),목 15:00-16:15 (전226),3,2
EE211-05,확률및랜덤변수,최민석,화 15:00-16:15 (전539),목 15:00-16:15 (전539),3,2
AI3001-00,고급딥러닝,박경문,화 10:30-11:45 (B01),목 10:30-11:45 (B01),3,3
AI3002-00,인공지능과윤리,김정욱,화 15:00-16:15 (전101),목 15:00-16:15 (전101),3,3
CSE224-00,UI/UX프로그래밍,전석희,금 13:30-16:15 (전220),,3,2
CSE324-00,메타버스시스템,박광훈,월 15:00-16:15 (B06),수 15:00-16:15 (B06),3,3
CSE428-00,컴퓨터그래픽스,이승규,화 10:30-11:45 (전211-2),목 10:30-11:45 (전211-2),3,4
AI1001-00,인공지능개론,박성배,화 09:00-10:15 (전103),목 09:00-10:15 (전103),3,1
EE209-00,논리회로,박광훈,화 16:30-17:45 (B05),목 16:30-17:45 (B05),3,2
EE209-01,논리회로,정연모,화 09:00-10:15 (전226),목 09:00-10:15 (전226),3,2
EE209-02,논리회로,정연모,화 10:30-11:45 (전226),목 10:30-11:45 (전226),3,2
CSE403-00,졸업논문(컴퓨터공학전공),김휘용,화 18:30-19:20 (전205),,0,4
CSE405-00,졸업프로젝트,김휘용,금 15:00-17:45 (B09),,3,4
CSE203-00,컴퓨터구조,김정욱,화 12:00-13:15 (B09),목 12:00-13:15 (B09),3,2
CSE203-01,컴퓨터구조,박경문,화 16:30-17:45 (전103),목 16:30-17:45 (전103),3,2
CSE203-02,컴퓨터구조,김성태,화 15:00-16:15 (글405),목 15:00-16:15 (글405),3,2
CSE444-00,AIoT네트워크,김정윤,금 13:00-15:45 (전137),,3,4
CSE495-00,독립심화학습1(컴퓨터공학),김정욱,수 18:00-20:45 (전226),,3,3
CSE450-00,모바일/웹서비스프로그래밍,안기옥,화 15:00-17:45 (B07),,3,4
CSE436-00,빅데이터프로젝트,이해준,금 09:00-11:45 (B01),,3,4
EE210-00,신호와시스템,손원,월 10:30-11:45 (전220),수 10:30-11:45 (전220),3,2
EE210-01,신호와시스템,손원,화 10:30-11:45 (전445),목 10:30-11:45 (전445),3,2
EE210-02,신호와시스템,정해준,월 10:30-11:45 (전445),수 10:30-11:45 (전445),3,2
EE210-03,신호와시스템,김규헌,화 10:30-11:45 (전539),목 10:30-11:45 (전539),3,2
CSE104-00,실감미디어컴퓨팅기초,정원수,#NAME?,,3,1
CSE322-00,컴파일러,허선영,화 10:30-11:45 (B06),목 10:30-11:45 (B06),3,3
FD110-00,예술과디자인의이해,윤민희,월 09:00-10:15 (예118),수 09:00-10:15 (예118),3,1
FD110-01,예술과디자인의이해,주혜영,화 10:30-11:45 (예118),목 10:30-11:45 (예118),3,1
FD110-02,예술과디자인의이해,주혜영,화 12:00-13:15 (예118),목 12:00-13:15 (예118),3,1
FD109-00,현대미술사,윤민희,월 10:30-11:45 (예118),수 10:30-11:45 (예118),3,1
FD109-01,현대미술사,윤민희,월 12:00-13:15 (예118),수 12:00-13:15 (예118),3,1
PM2015-00,뮤직테크놀로지1,이철희,수 10:00-12:50 (예B123),,3,2
PM3016-00,작사작곡론1,손윤재,수 13:30-16:15 (예B122),,3,3
PM3016-01,작사작곡론1,김진솔,금 13:00-15:50 (예B123),,3,3
PM2018-00,재즈음악사,황덕호,금 13:00-15:50 (예118),,3,2
PM2018-01,재즈음악사,황덕호,금 16:00-18:50 (예118),,3,2
PM4015-00,졸업논문(포스트모던음악전공),한경훈,- (),,0,4
PM3027-00,포스트모던음악워크샵1,양영민,금 16:00-18:45 (예B131),,3,3
PM3027-01,포스트모던음악워크샵1,양영민,목 10:00-12:50 (예B131),,3,3
PM4021-00,락앙상블,유상일,화 17:30-21:20 (예B131),,3,4
PM1023-00,보컬앙상블&퍼포먼스1,서근영,수 13:30-17:20 (예B131),,3,1
PM1005-00,부전공실기1,신형원,화 13:30-17:20 (예B131),,3,1
PM1018-00,블루스클래스,한상도,금 11:00-14:50 (예B131),,3,1
PM3029-00,비틀즈클래스1,이두헌,월 13:30-17:20 (예B131),,3,3
PM3034-00,사운드테크놀로지1,이철희,목 16:30-19:20 (예B123),,3,3
PM4020-00,스튜디오세션앙상블1,한경훈,수 13:30-17:20 (예B203-1),,3,4
PM2026-00,싱어송라이팅클래스,홍성규,월 14:30-18:20 (예B123),,3,2
PM1003-00,앙상블1,황정관,목 17:30-21:20 (예B131),,3,1
PM1003-01,앙상블1,조석훈,월 17:30-21:20 (예B131),,3,1
PM4028-00,영화음악,박기철,목 13:30-16:20 (예B123),,3,4
PM2019-00,재즈앙상블1,정상욱,월 13:30-17:20 (예B104),,3,2
PM2019-01,재즈앙상블1,최보미,화 13:30-17:20 (예B104),,3,2
PM1021-00,재즈오케스트라공연실습1,김수환,목 13:30-14:20 (예B131),,2,1
PM2027-00,재즈오케스트라공연실습3,김수환,목 14:30-15:20 (예B131),,2,2
PM3032-00,재즈오케스트라공연실습5,김수환,목 15:30-16:20 (예B131),,2,3
PM4029-00,재즈오케스트라공연실습7,김수환,목 16:30-17:20 (예B131),,2,4
PM3024-00,재즈즉흥연주기법1,김정욱,수 09:30-13:20 (예B131),,3,3
PM1019-00,전공실기1,배장은,- (),,2,1
PM1019-01,전공실기1,송영주,- (),,2,1
PM1019-02,전공실기1,이철희,- (),,2,1
PM1019-03,전공실기1,박기철,- (),,2,1
PM1019-04,전공실기1,손윤재,- (),,2,1
PM1019-05,전공실기1,이성찬,- (),,2,1
PM1019-06,전공실기1,한상도,- (),,2,1
PM1019-07,전공실기1,서대광,- (),,2,1
PM1019-08,전공실기1,김수환,- (),,2,1
PM1019-09,전공실기1,이두헌,- (),,2,1
PM1019-10,전공실기1,김정욱,- (),,2,1
PM1019-12,전공실기1,황정관,- (),,2,1
PM1019-13,전공실기1,송슬기,- (),,2,1
PM1019-15,전공실기1,한설희,- (),,2,1
PM1019-16,전공실기1,서근영,- (),,2,1
PM1019-17,전공실기1,박호정,- (),,2,1
PM1019-19,전공실기1,정주리,- (),,2,1
PM1019-20,전공실기1,조석훈,- (),,2,1
PM2023-00,전공실기3,배장은,- (),,2,2
PM2023-01,전공실기3,송영주,- (),,2,2
PM2023-02,전공실기3,박기철,- (),,2,2
PM2023-03,전공실기3,손윤재,- (),,2,2
PM2023-04,전공실기3,이철희,- (),,2,2
PM2023-05,전공실기3,이성찬,- (),,2,2
PM2023-06,전공실기3,한상도,- (),,2,2
PM2023-07,전공실기3,서대광,- (),,2,2
PM2023-08,전공실기3,김수환,- (),,2,2
PM2023-10,전공실기3,김정욱,- (),,2,2
PM2023-12,전공실기3,황정관,- (),,2,2
PM2023-13,전공실기3,송슬기,- (),,2,2
PM2023-14,전공실기3,오경록,- (),,2,2
PM2023-15,전공실기3,한설희,- (),,2,2
PM2023-16,전공실기3,서근영,- (),,2,2
PM2023-17,전공실기3,박호정,- (),,2,2
PM2023-18,전공실기3,이규재,- (),,2,2
PM2023-20,전공실기3,조석훈,- (),,2,2
PM2023-21,전공실기3,우성민,- (),,2,2
PM3022-00,전공실기5,강지은,- (),,2,3
PM3022-01,전공실기5,송영주,- (),,2,3
PM3022-02,전공실기5,이철희,- (),,2,3
PM3022-03,전공실기5,전해일,- (),,2,3
PM3022-04,전공실기5,이성찬,- (),,2,3
PM3022-05,전공실기5,정상욱,- (),,2,3
PM3022-06,전공실기5,서대광,- (),,2,3
PM3022-07,전공실기5,김수환,- (),,2,3
PM3022-08,전공실기5,이두헌,- (),,2,3
PM3022-11,전공실기5,유상일,- (),,2,3
PM3022-12,전공실기5,서근영,- (),,2,3
PM3022-13,전공실기5,신형원,- (),,2,3
PM3022-14,전공실기5,오경록,- (),,2,3
PM3022-15,전공실기5,박호정,- (),,2,3
PM3022-16,전공실기5,신유신,#NAME?,,2,3
PM3022-17,전공실기5,이주미,- (),,2,3
PM3022-18,전공실기5,이규재,- (),,2,3
PM3022-20,전공실기5,조석훈,- (),,2,3
PM3022-21,전공실기5,우성민,- (),,2,3
PM4025-00,전공실기7,강지은,- (),,2,4
PM4025-01,전공실기7,송영주,- (),,2,4
PM4025-02,전공실기7,이철희,- (),,2,4
PM4025-03,전공실기7,전해일,- (),,2,4
PM4025-04,전공실기7,이성찬,- (),,2,4
PM4025-05,전공실기7,정상욱,- (),,2,4
PM4025-06,전공실기7,서대광,- (),,2,4
PM4025-07,전공실기7,김수환,- (),,2,4
PM4025-10,전공실기7,황정관,- (),,2,4
PM4025-12,전공실기7,신형원,- (),,2,4
PM4025-13,전공실기7,오경록,- (),,2,4
PM4025-14,전공실기7,박호정,- (),,2,4
PM4025-15,전공실기7,신유신,#NAME?,,2,4
PM4025-16,전공실기7,서근영,- (),,2,4
PM4025-19,전공실기7,이주미,- (),,2,4
PM4025-20,전공실기7,조석훈,- (),,2,4
PM3018-00,팝앙상블1,박서현,화 09:30-13:20 (예B131),,3,3
PM1016-00,재즈시창청음1,한설희,금 13:00-16:50 (예B122),,3,1
